vendor_name,slug,category_1,category_2,category_3,category_4,category_5,category_6,price_band,description,phone,address,area,city,state,country,latitude,longitude,is_active,monday_open,monday_close,tuesday_open,tuesday_close,wednesday_open,wednesday_close,thursday_open,thursday_close,friday_open,friday_close,saturday_open,saturday_close,sunday_open,sunday_close,dish_1_name,dish_1_description,dish_1_image_url,dish_2_name,dish_2_description,dish_2_image_url,dish_3_name,dish_3_description,dish_3_image_url,image_url_1,image_sort_order_1,image_url_2,image_sort_order_2
Madam Franka,madam-franka,breakfast,lunch,dinner,,,,budget,"She sells, Indomie and egg N11500-1800 Custard and bread with Milk N1,000 pap N500, beans and bread N 1,000 garri, Sugar, and groundnut N300.",07030497121,Life camp junction opposite Submit Villa,Life Camp,Abuja,FCT,Nigeria,9.067772,7.4025096,true,07:00 AM,04:00 PM,07:00 AM,04:00 PM,07:00 AM,04:00 PM,07:00 AM,04:00 PM,07:00 AM,04:00 PM,07:00 AM,04:00 PM,,,"Tea, bread, indomie,egg, pap, beans and custard etc","She sells, Indomie and egg N11500-1800 Custard and bread with Milk N1,000 pap N500, beans and bread N 1,000 garri, Sugar, and groundnut N300.",,"Tea, bread, indomie,egg, pap, beans and custard etc","She sells, Indomie and egg N11500-1800 Custard and bread with Milk N1,000 pap N500, beans and bread N 1,000 garri, Sugar, and groundnut N300.",,"Tea, bread, indomie,egg, pap, beans and custard etc","She sells, Indomie and egg N11500-1800 Custard and bread with Milk N1,000 pap N500, beans and bread N 1,000 garri, Sugar, and groundnut N300.",,,,,
Madam Mbpodium plantain,madam-mbpodium-plantain,breakfast,lunch,dinner,,,,budget,Brown porridge beans either with roasted yam or plantain with kpomo N1200-1500,08056873281,Jabi front of UOO plaza Aluminum plaza,Jabi,Abuja,FCT,Nigeria,9.0618181,7.4195524,true,08:30 AM,05:00 PM,08:30 AM,05:00 PM,08:30 AM,05:00 PM,08:30 AM,05:00 PM,08:30 AM,05:00 PM,08:30 AM,05:00 PM,,,"Roasted yam, plantain, porridge beans and kpomo",Brown porridge beans either with roasted yam or plantain with kpomo N1200-1500,,"Roasted yam, plantain, porridge beans and kpomo",Brown porridge beans either with roasted yam or plantain with kpomo N1200-1500,,"Roasted yam, plantain, porridge beans and kpomo",Brown porridge beans either with roasted yam or plantain with kpomo N1200-1500,,,,,
Madam Indomie,madam-indomie-row-067,breakfast,lunch,dinner,,,,budget,She sells Indomie and egg for N1800-2500. Toasted bread and Tea N2500,09047823864,"Jabi opposite white plain British School, behind plastic collection center",Jabi,Abuja,FCT,Nigeria,9.0611876,7.4214052,true,10:00 AM,10:00 PM,10:00 AM,10:00 PM,10:00 AM,10:00 PM,10:00 AM,10:00 PM,10:00 AM,10:00 PM,10:00 AM,10:00 PM,01:00 PM,10:00 PM,"Toasted bread and Tea, indomie and egg",She sells Indomie and egg for N1800-2500. Toasted bread and Tea N2500,,"Toasted bread and Tea, indomie and egg",She sells Indomie and egg for N1800-2500. Toasted bread and Tea N2500,,"Toasted bread and Tea, indomie and egg",She sells Indomie and egg for N1800-2500. Toasted bread and Tea N2500,,,,,
Potable kitchen,potable-kitchen,breakfast,lunch,dinner,rice,swallow,,budget,"Jollof rice N1500  white rice and stew N1500, yam and beans N1500  Banger soup N2500   Egusi soup N1500   Okro soup N1500   biterleaf soup N1500             Afang soupN2,000  vegetable soup N2,000",09018200981,jabi back of FCDA quarters behind Recycling plastic center.,Jabi,Abuja,FCT,Nigeria,9.0605014,7.4214052,true,,,06:00 AM,10:00 PM,06:00 AM,10:00 PM,06:00 AM,10:00 PM,06:00 AM,10:00 PM,06:00 AM,10:00 PM,06:00 AM,10:00 PM,"Jollof Rice, Rice and stew, yam and beans.","Jollof rice N1500  white rice and stew N1500, yam and beans N1500  Banger soup N2500   Egusi soup N1500   Okro soup N1500   biterleaf soup N1500             Afang soupN2,000  vegetable soup N2,000",,"Jollof Rice, Rice and stew, yam and beans.","Jollof rice N1500  white rice and stew N1500, yam and beans N1500  Banger soup N2500   Egusi soup N1500   Okro soup N1500   biterleaf soup N1500             Afang soupN2,000  vegetable soup N2,000",,"Jollof Rice, Rice and stew, yam and beans.","Jollof rice N1500  white rice and stew N1500, yam and beans N1500  Banger soup N2500   Egusi soup N1500   Okro soup N1500   biterleaf soup N1500             Afang soupN2,000  vegetable soup N2,000",,,,,
Mama Shilo,mama-shilo,breakfast,lunch,,,,,budget,"She sells Sweet a freshly Made Akara, fried yam, sweet potato, Pap and plantain, price ranging from N100-400.",08062060800,Jabi opposite Sabondele before Mr Biggs,Jabi,Abuja,FCT,Nigeria,9.0624617,7.4186817,true,07:00 AM,01:00 PM,07:00 AM,01:00 PM,07:00 AM,01:00 PM,07:00 AM,01:00 PM,07:00 AM,01:00 PM,07:00 AM,01:00 PM,,,"Akara, pap, potatoe, yam, and plantain.","She sells Sweet a freshly Made Akara, fried yam, sweet potato, Pap and plantain, price ranging from N100-400.",,"Akara, pap, potatoe, yam, and plantain.","She sells Sweet a freshly Made Akara, fried yam, sweet potato, Pap and plantain, price ranging from N100-400.",,"Akara, pap, potatoe, yam, and plantain.","She sells Sweet a freshly Made Akara, fried yam, sweet potato, Pap and plantain, price ranging from N100-400.",,,,,
Theresa fish,theresa-fish,grills,,,,,,budget,"She sells Roasted catfish with pepper sauce and salad N5000-10,000 Irish potatoN3,000, Sweet potato N2,000",09015914413,Jabi Opposite fresh Choice Eatery B4 Airport junction.,Jabi,Abuja,FCT,Nigeria,9.062329,7.4183137,true,02:00 PM,11:00 PM,02:00 PM,11:00 PM,02:00 PM,11:00 PM,02:00 PM,11:00 PM,02:00 PM,11:00 PM,02:00 PM,11:00 PM,02:00 PM,11:00 PM,"Catfish, Irish potato, sweet potatoe, and plantain.","She sells Roasted catfish with pepper sauce and salad N5000-10,000 Irish potatoN3,000, Sweet potato N2,000",,"Catfish, Irish potato, sweet potatoe, and plantain.","She sells Roasted catfish with pepper sauce and salad N5000-10,000 Irish potatoN3,000, Sweet potato N2,000",,"Catfish, Irish potato, sweet potatoe, and plantain.","She sells Roasted catfish with pepper sauce and salad N5000-10,000 Irish potatoN3,000, Sweet potato N2,000",,,,,
madam food,madam-food,breakfast,lunch,,,,,budget,"Jollof rice, white rice, porridge beans, fish,meat,  Swallow: Semo, poundo, Apu, garri Wheat  Soup: Egusi, okro, bitter leaf, vegetable, oha etc.",09067234942,Asokoro back of Foursquare church after the round about.,Asokoro,Abuja,FCT,Nigeria,9.0534762,7.5245344,true,07:00 AM,03:00 PM,07:00 AM,03:00 PM,07:00 AM,03:00 PM,07:00 AM,03:00 PM,07:00 AM,03:00 PM,07:00 AM,03:00 PM,,,"Jollof rice, white rice, porridge beans.","Jollof rice, white rice, porridge beans, fish,meat,  Swallow: Semo, poundo, Apu, garri Wheat  Soup: Egusi, okro, bitter leaf, vegetable, oha etc.",,"Jollof rice, white rice, porridge beans.","Jollof rice, white rice, porridge beans, fish,meat,  Swallow: Semo, poundo, Apu, garri Wheat  Soup: Egusi, okro, bitter leaf, vegetable, oha etc.",,"fried fish, Meat, kpomo, jollof rice, rice and stew, swallow and soup.","Jollof rice, white rice, porridge beans, fish,meat,  Swallow: Semo, poundo, Apu, garri Wheat  Soup: Egusi, okro, bitter leaf, vegetable, oha etc.",,,,,
Madam CoCo,madam-coco,breakfast,lunch,dinner,rice,swallow,,budget,"She sells Rice and stew, plantain, fish , goat head, beef, pounded yam, garri, Apu, Semo. Egusi Afang, okro, vegetable etc. ranging from N1200-2000.",07089365729,Asokoro by Police station,Asokoro,Abuja,FCT,Nigeria,9.0519221,7.5247999,true,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,,,,,"Rice, beans yam and poundo","She sells Rice and stew, plantain, fish , goat head, beef, pounded yam, garri, Apu, Semo. Egusi Afang, okro, vegetable etc. ranging from N1200-2000.",,"Rice, beans yam and poundo","She sells Rice and stew, plantain, fish , goat head, beef, pounded yam, garri, Apu, Semo. Egusi Afang, okro, vegetable etc. ranging from N1200-2000.",,"Rice, beans yam and poundo","She sells Rice and stew, plantain, fish , goat head, beef, pounded yam, garri, Apu, Semo. Egusi Afang, okro, vegetable etc. ranging from N1200-2000.",,,,,
Mama Mmesoma,mama-mmesoma,breakfast,lunch,,,,,budget,"She sells white rice and beans, jollof rice, white yam and stew with porridge beans,  white rice and Banger soup. Swallow, Apu semo garri wheat  Soup Egusi okro bitter leaf,oha, vegetable,Afang soup Moi moi with plastic plates,Meat, Cow head, cow leg, kpomo, lntestine, roundabout, liver etc. From N1200-2500.",09024640054,Asokoro opposite platinum Mortgage Bank.,Asokoro,Abuja,FCT,Nigeria,9.0489642,7.5266493,true,06:00 AM,01:00 PM,06:00 AM,01:00 PM,06:00 AM,01:00 PM,06:00 AM,01:00 PM,06:00 AM,01:00 PM,06:00 AM,01:00 PM,,,"Rice, jollof, beans, salad, yam ,fried plantain etc","She sells white rice and beans, jollof rice, white yam and stew with porridge beans,  white rice and Banger soup. Swallow, Apu semo garri wheat  Soup Egusi okro bitter leaf,oha, vegetable,Afang soup Moi moi with plastic plates,Meat, Cow head, cow leg, kpomo, lntestine, roundabout, liver etc. From N1200-2500.",,"Fish meat, yam, rice, swallow, jollof rice etc.","She sells white rice and beans, jollof rice, white yam and stew with porridge beans,  white rice and Banger soup. Swallow, Apu semo garri wheat  Soup Egusi okro bitter leaf,oha, vegetable,Afang soup Moi moi with plastic plates,Meat, Cow head, cow leg, kpomo, lntestine, roundabout, liver etc. From N1200-2500.",,"Fish meat, yam, rice, swallow, jollof rice etc.","She sells white rice and beans, jollof rice, white yam and stew with porridge beans,  white rice and Banger soup. Swallow, Apu semo garri wheat  Soup Egusi okro bitter leaf,oha, vegetable,Afang soup Moi moi with plastic plates,Meat, Cow head, cow leg, kpomo, lntestine, roundabout, liver etc. From N1200-2500.",,,,,
IVY KITCHEN,ivy-kitchen,breakfast,lunch,dinner,,,,budget,"She sells , White Rice and stew with meat N1500, jollof rice and meat N1500,  Swallow: Apu, garri, Pounded yam, Semo  Soup: Vegetable, Egusi, draw, bitter leaf ranging from N1500 upward. Irish potato N3500, yam, plantain and egg N2500.",08053569082,Asokoro opposite Ecowas by Yakubu Gowon street,Asokoro,Abuja,FCT,Nigeria,9.0426935,7.5251815,true,08:00 AM,05:00 PM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,,,,,"Rice and stew, Irish potato,yam, plantain, egg etc.","She sells , White Rice and stew with meat N1500, jollof rice and meat N1500,  Swallow: Apu, garri, Pounded yam, Semo  Soup: Vegetable, Egusi, draw, bitter leaf ranging from N1500 upward. Irish potato N3500, yam, plantain and egg N2500.",,"Rice and stew, Irish potato,yam, plantain, egg etc.","She sells , White Rice and stew with meat N1500, jollof rice and meat N1500,  Swallow: Apu, garri, Pounded yam, Semo  Soup: Vegetable, Egusi, draw, bitter leaf ranging from N1500 upward. Irish potato N3500, yam, plantain and egg N2500.",,"Rice and stew, Irish potato,yam, plantain, egg etc.","She sells , White Rice and stew with meat N1500, jollof rice and meat N1500,  Swallow: Apu, garri, Pounded yam, Semo  Soup: Vegetable, Egusi, draw, bitter leaf ranging from N1500 upward. Irish potato N3500, yam, plantain and egg N2500.",,,,,
Baba Suya,baba-suya,grills,,,,,,budget,"Ram Suya N1,000 upward, Full roasted local chicken N7,500",07038662399,Asokoro opposite Ecowas by Yakubu Gowon street,Asokoro,Abuja,FCT,Nigeria,9.042504,7.5248981,true,11:00 AM,09:00 PM,11:00 AM,09:00 PM,11:00 AM,09:00 PM,11:00 AM,09:00 PM,11:00 AM,09:00 PM,,,,,Roasted Suya and roasted Chicken,"Ram Suya N1,000 upward, Full roasted local chicken N7,500",,Roasted Suya and roasted Chicken,"Ram Suya N1,000 upward, Full roasted local chicken N7,500",,Roasted Suya and roasted Chicken,"Ram Suya N1,000 upward, Full roasted local chicken N7,500",,,,,
Madam Calabar,madam-calabar,breakfast,lunch,rice,,,,budget,"She sells Rice and stew with meat N1,000, yam and porridge beans with meat N1200 Titus fish N2,000",08141994274,GNASSINGBE EYADEMA STREET OPPOSITE GOMBE STATE LIAISON OFFICE ASOKORO.,Asokoro,Abuja,FCT,Nigeria,9.0406898,7.5233262,true,07:00 AM,02:00 PM,07:00 AM,02:00 PM,07:00 AM,02:00 PM,07:00 AM,02:00 PM,07:00 AM,02:00 PM,,,,,"Rice, Beans plantain,meat and fish.","She sells Rice and stew with meat N1,000, yam and porridge beans with meat N1200 Titus fish N2,000",,"Rice, Beans plantain,meat and fish.","She sells Rice and stew with meat N1,000, yam and porridge beans with meat N1200 Titus fish N2,000",,"Rice, Beans plantain,meat and fish.","She sells Rice and stew with meat N1,000, yam and porridge beans with meat N1200 Titus fish N2,000",,,,,
Success Snacks and Drinks,success-snacks-and-drinks,drinks,snacks,,,,,budget,"She sells Egg Roll N6000,   Bons N100          cooked eggs N300,  Kunu N300, Zobo N300, and pure water N300",09136788769,Kwame Nkruma Crescent Asokoro opposite Catholic Church.,Asokoro,Abuja,FCT,Nigeria,9.0432905,7.5202339,true,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,,,"Egg rolls, kunu, bons, cooked eggs, bottle water","She sells Egg Roll N6000,   Bons N100          cooked eggs N300,  Kunu N300, Zobo N300, and pure water N300",,"Egg rolls, kunu, bons, cooked eggs, bottle water","She sells Egg Roll N6000,   Bons N100          cooked eggs N300,  Kunu N300, Zobo N300, and pure water N300",,"Egg rolls, kunu, bons, cooked eggs, bottle water","She sells Egg Roll N6000,   Bons N100          cooked eggs N300,  Kunu N300, Zobo N300, and pure water N300",,,,,
Joy Cathering and outdoor services,joy-cathering-and-outdoor-services,breakfast,lunch,dinner,,,,budget,"She sells Rice and stew with meat N1500 Swallow and soup, Apu, semo, garri with Egusi, okro, oha, ogbono, banger for N1500 while vegetable soup is N2,000 white soup N2,500",08025338942,Asokoro by General hospital back gate,Asokoro,Abuja,FCT,Nigeria,9.0470049,7.5243863,true,07:00 AM,01:00 PM,07:00 AM,01:00 PM,07:00 AM,01:00 PM,07:00 AM,01:00 PM,07:00 AM,01:00 PM,,,,,"Rice beans, Swallow,Soup, fish and meat","She sells Rice and stew with meat N1500 Swallow and soup, Apu, semo, garri with Egusi, okro, oha, ogbono, banger for N1500 while vegetable soup is N2,000 white soup N2,500",,"Rice beans, Swallow,Soup, fish and meat","She sells Rice and stew with meat N1500 Swallow and soup, Apu, semo, garri with Egusi, okro, oha, ogbono, banger for N1500 while vegetable soup is N2,000 white soup N2,500",,"Rice beans, Swallow,Soup, fish and meat","She sells Rice and stew with meat N1500 Swallow and soup, Apu, semo, garri with Egusi, okro, oha, ogbono, banger for N1500 while vegetable soup is N2,000 white soup N2,500",,,,,
Madam Cash,madam-cash,breakfast,lunch,dinner,,,,budget,"She Sells jollof rice,N1,000    porridge beans N1,000, without meat N700,  White rice and Ofaku N1,000-1,200      Swallow: Semo, Apu, garri, Wheat  Soup: Egusi, okro bitter leaf, oha, ogbono bitter leaf soup, vegetable and white soup.N1,000-1500",08118869904,Asokoro Village by Building Material .,Asokoro,Abuja,FCT,Nigeria,9.0579,7.4951,true,07:00 AM,09:00 PM,07:00 AM,09:00 PM,07:00 AM,09:00 PM,07:00 AM,09:00 PM,07:00 AM,09:00 PM,07:00 AM,09:00 PM,07:00 AM,09:00 PM,"Rice beans, Banger, and swallow with soup.","She Sells jollof rice,N1,000    porridge beans N1,000, without meat N700,  White rice and Ofaku N1,000-1,200      Swallow: Semo, Apu, garri, Wheat  Soup: Egusi, okro bitter leaf, oha, ogbono bitter leaf soup, vegetable and white soup.N1,000-1500",,"Rice beans, Banger, and swallow with soup.","She Sells jollof rice,N1,000    porridge beans N1,000, without meat N700,  White rice and Ofaku N1,000-1,200      Swallow: Semo, Apu, garri, Wheat  Soup: Egusi, okro bitter leaf, oha, ogbono bitter leaf soup, vegetable and white soup.N1,000-1500",,"Rice beans, Banger, and swallow with soup.","She Sells jollof rice,N1,000    porridge beans N1,000, without meat N700,  White rice and Ofaku N1,000-1,200      Swallow: Semo, Apu, garri, Wheat  Soup: Egusi, okro bitter leaf, oha, ogbono bitter leaf soup, vegetable and white soup.N1,000-1500",,,,,
Mama Amira,mama-amira,breakfast,lunch,dinner,late-night,,,budget,"She sells Masa, N100 white rice and stew with meat N900 Dawanki N600-1,000   jollof rice N900     pepper soup N1,000  Tuwoshinkafa N250-300    Goat head N1,000    fried cow meat N200",09039261430,Asokoro Village Kpanduma 2 by pantaker.,Asokoro,Abuja,FCT,Nigeria,9.0579,7.4951,true,06:00 AM,10:30 PM,06:00 AM,10:30 PM,06:00 AM,10:30 PM,06:00 AM,10:30 PM,06:00 AM,10:30 PM,06:00 AM,10:30 PM,06:00 AM,10:30 PM,"Rice and stew, Masa, tuwoshinkafa etc.","She sells Masa, N100 white rice and stew with meat N900 Dawanki N600-1,000   jollof rice N900     pepper soup N1,000  Tuwoshinkafa N250-300    Goat head N1,000    fried cow meat N200",,"Rice and stew, Masa, tuwoshinkafa etc.","She sells Masa, N100 white rice and stew with meat N900 Dawanki N600-1,000   jollof rice N900     pepper soup N1,000  Tuwoshinkafa N250-300    Goat head N1,000    fried cow meat N200",,"Rice and stew, Masa, tuwoshinkafa etc.","She sells Masa, N100 white rice and stew with meat N900 Dawanki N600-1,000   jollof rice N900     pepper soup N1,000  Tuwoshinkafa N250-300    Goat head N1,000    fried cow meat N200",,,,,
Mme Fura,mme-fura,drinks,,,,,,budget,She sells Fura and Nunu and Speaks only Hausa language,09019082449,Asokoro Village Extension Pantaker by Mosque.,Asokoro,Abuja,FCT,Nigeria,9.0579,7.4951,true,01:00 PM,04:00 PM,01:00 PM,04:00 PM,01:00 PM,04:00 PM,01:00 PM,04:00 PM,01:00 PM,04:00 PM,01:00 PM,04:00 PM,01:00 PM,06:00 PM,Fura dinunu,She sells Fura and Nunu,,Fura and Nunu,"She sells Fura, and Nunu",,Fura and Nunu,She sells Fura and Nunu and Speaks only Hausa language.,,,,,
Mme Suya,mme-suya-row-083,grills,,,,,,budget,"He sells Suya, and Masa, gurasa,ranging from N3,000-5,000.",07083602138,Asokoro Village Extension Kurundumo 2 Mango tree.,Asokoro,Abuja,FCT,Nigeria,9.0147332,7.5168852,true,09:00 PM,09:00 PM,09:00 PM,09:00 PM,09:00 PM,09:00 PM,09:00 PM,09:00 PM,09:00 PM,09:00 PM,09:00 PM,09:00 PM,09:00 PM,09:00 PM,Suya And Masa,"He sells Suya, and Masa, gurasa,ranging from N3,000-5,000.",,Suya And Masa,"He sells Suya, and Masa, gurasa,ranging from N3,000-5,000.",,Suya And Masa,"He sells Suya, and Masa, gurasa,ranging from N3,000-5,000.",,,,,
Madam Roasted yam,madam-roasted-yam,breakfast,lunch,dinner,,,,budget,"She sells Roasted yam, plantain, kpomo, roasted fish,and porridge beans.",08081751134,Kpaguma 2 Asokoro Village Extension .,Asokoro,Abuja,FCT,Nigeria,9.0160302,7.5167711,true,08:00 AM,09:00 PM,08:00 AM,09:00 PM,08:00 AM,09:00 PM,08:00 AM,09:00 PM,08:00 AM,09:00 PM,08:00 AM,09:00 PM,,,"She sells Roasted yam, plantain, kpomo, roasted fish,and porridge beans.","She sells Roasted yam, plantain, kpomo, roasted fish,and porridge beans.",,"She sells Roasted yam, plantain, kpomo, roasted fish,and porridge beans.","She sells Roasted yam, plantain, kpomo, roasted fish,and porridge beans.",,"Roasted yam, plantain, kpomo, fish etc.","She sells Roasted yam, plantain, kpomo, roasted fish,and porridge beans.",,,,,
Mama Awara,mama-awara,lunch,dinner,,,,,budget,"She Sells Awara, yam, potatoes, plantain, Akara, Dankwaua, peppered kpomo and kunungeda.",07034719135,"Asokoro Village Extension by Apostolic church,Lawna Territory .",Asokoro,Abuja,FCT,Nigeria,9.0169855,7.5148138,true,,,12:00 PM,10:00 PM,12:00 PM,10:00 PM,12:00 PM,10:00 PM,12:00 PM,10:00 PM,12:00 PM,10:00 PM,11:00 PM,10:00 PM,"Awara, yam, kpomo, plantain potatoe,tec.","She Sells Awara, yam, potatoes, plantain, Akara, Dankwaua, and peppered kpomo and kunungeda.",,"Awara, yam, kpomo, plantain potatoe,tec.","She Sells Awara, yam, potatoes, plantain, Akara, Dankwaua,peppered kpomo pap, and kunungeda",,"Awara, yam, kpomo, plantain potatoe,tec.","She Sells Awara,  Fried yam, potatoes, plantain, Akara, Dankwaua,peppered kpomo and kunungeda.",,,,,
Mme Awara,mme-awara,breakfast,lunch,dinner,,,,budget,"She sells Awara, Stew and yaji pepper  ranging from N50-N500",07039690008,Angwua Yoruba Asokoro Village Extension,Asokoro,Abuja,FCT,Nigeria,9.0136923,7.5137255,true,10:00 AM,04:00 PM,10:00 AM,04:00 PM,08:00 AM,04:00 PM,08:00 AM,04:00 PM,08:00 AM,04:00 PM,08:00 AM,04:00 PM,10:00 AM,04:00 PM,"Awara, stew, Yaji pepper","She sells Awara, Stew and yaji pepper  ranging from N50-N500",,"Awara, Stew and yaji pepper","She sells Awara, Stew and yaji pepper  ranging from N50-N500",,"Awara, Stew and yaji pepper","She sells Awara, Stew and yaji pepper  ranging from N50-N500",,,,,
Mama moi moi,mama-moi-moi,breakfast,lunch,,,,,budget,She sells gongoni moi moi price ranging from N50-1000.,08169309305,Asokoro Village Extension,Asokoro,Abuja,FCT,Nigeria,9.0579,7.4951,true,06:00 AM,02:00 PM,06:00 AM,02:00 PM,06:00 AM,02:00 PM,06:00 AM,02:00 PM,06:00 AM,02:00 PM,06:00 AM,02:00 PM,,,"yam Akara, pap, plantain, potatoe etc.",She sells gongoni moi moi price ranging from N50-1000.,,"yam Akara, pap, plantain, potatoe etc.",She sells gongoni moi moi price ranging from N50-1000.,,"yam Akara, pap, plantain, potatoe etc.",She sells gongoni moi moi price ranging from N50-1000.,,,,,
Medoya /Mme yam,medoya-mme-yam,breakfast,lunch,dinner,,,,budget,"She sells Roasted yam, Akara, potato, plantain etc ranging from N50-1,000",09156211199,Asokoro Village Extension,Asokoro,Abuja,FCT,Nigeria,9.0579,7.4951,true,06:00 AM,10:00 PM,06:00 AM,10:00 PM,06:00 AM,10:00 PM,06:00 AM,10:00 PM,06:00 AM,10:00 PM,06:00 AM,10:00 PM,,,"Yam Akara, pap, plantain, potatoe etc.","She sells Roasted yam, Akara, potato, plantain etc ranging from N50-1,000",,"Yam Akara, pap, plantain, potatoe etc.","She sells Roasted yam, Akara, potato, plantain etc ranging from N50-1,000",,"Yam Akara, pap, plantain, potatoe etc.","She sells Roasted yam, Akara, potato, plantain etc ranging from N50-1,000",,,,,
Mama Ada,mama-ada,breakfast,lunch,dinner,,,,budget,"She sells, Rice and stew,cooked beans, Jollof rice and salad with fish and meat, all kinds of swallow,Semo, Apu, garri,wheat, Soup; Egusi,okro, Bitter leaf, oha, all ranging from N1200-1500.",08124191234,Asokoro Garden by the round about,Asokoro,Abuja,FCT,Nigeria,9.0499955,7.5272579,true,06:00 AM,04:00 PM,06:00 AM,04:00 PM,06:00 AM,04:00 PM,06:00 AM,04:00 PM,06:00 AM,04:00 PM,06:00 AM,04:00 PM,08:00 AM,04:00 PM,"fried fish, Meat, kpomo, jollof rice, rice and stew, swallow and soup.","She sells, Rice and stew,cooked beans, Jollof rice and salad with fish and meat, all kinds of swallow,Semo, Apu, garri,wheat, Soup; Egusi,okro, Bitter leaf, oha, all ranging from N1200-1500.",,"fried fish, Meat, kpomo, jollof rice, rice and stew, swallow and soup.","She sells, Rice and stew,cooked beans, Jollof rice and salad with fish and meat, all kinds of swallow,Semo, Apu, garri,wheat, Soup; Egusi,okro, Bitter leaf, oha, all ranging from N1200-1500.",,"fried fish, Meat, kpomo, jollof rice, rice and stew, swallow and soup.","She sells, Rice and stew,cooked beans, Jollof rice and salad with fish and meat, all kinds of swallow,Semo, Apu, garri,wheat, Soup; Egusi,okro, Bitter leaf, oha, all ranging from N1200-1500.",,,,,
Mandy's signature,mandy-s-signature,breakfast,lunch,dinner,rice,swallow,,budget,"She sells, Jollof Rice, porridge beans, cooked yam, Rice and stew Moi moi, Meat, Kpomo, Fish etc.ranging from N1500-2500 Soup: Banger, Egusi, oha, Okro, vegetable, bitter leaf, Afang and white soup, ranging from N1300-4000 Swallow: Garri, wheat, Apu, Semo.",09033096545,Jabi opposite ShopRite supermarket,Jabi,Abuja,FCT,Nigeria,9.075363,7.42624,true,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,,,"Moi moi, Swallow, soup, Rice and beans.","She sells, Jollof Rice, porridge beans, cooked yam, Rice and stew Moi moi, Meat, Kpomo, Fish etc.ranging from N1500-2500 Soup: Banger, Egusi, oha, Okro, vegetable, bitter leaf, Afang and white soup, ranging from N1300-4000 Swallow: Garri, wheat, Apu, Semo.",,"Moi moi, Swallow, soup, Rice and beans.","She sells, Jollof Rice, porridge beans, cooked yam, Rice and stew Moi moi, Meat, Kpomo, Fish etc.ranging from N1500-2500 Soup: Banger, Egusi, oha, Okro, vegetable, bitter leaf, Afang and white soup, ranging from N1300-4000 Swallow: Garri, wheat, Apu, Semo.",,"Moi moi, Swallow, soup, Rice and beans.","She sells, Jollof Rice, porridge beans, cooked yam, Rice and stew Moi moi, Meat, Kpomo, Fish etc.ranging from N1500-2500 Soup: Banger, Egusi, oha, Okro, vegetable, bitter leaf, Afang and white soup, ranging from N1300-4000 Swallow: Garri, wheat, Apu, Semo.",,,,,
Mme Suya,mme-suya-row-092,grills,,,,,,budget,"He sells Suya from N3,000-5000 upward and Masa N500.",07045596577,Jabi Ebitu Crescent by kpana junction,Jabi,Abuja,FCT,Nigeria,9.071592,7.4328962,true,02:00 PM,10:00 PM,02:00 PM,10:00 PM,02:00 PM,10:00 PM,02:00 PM,10:00 PM,02:00 PM,10:00 PM,02:00 PM,10:00 PM,02:00 PM,10:00 PM,Suya and Masa,"He sells Suya from N3,000-5000 upward and Masa N500.",,Suya and Masa,"He sells Suya from N3,000-5000 upward and Masa N500.",,Suya and Masa,"He sells Suya from N3,000-5000 upward and Masa N500.",,,,,
God's Hand food vendor,god-s-hand-food-vendor,breakfast,lunch,dinner,,,,budget,"She sells Jollof rice and porridge beans with meat and disposable plates is N1500, Same as Rice and stew. Roasted yam, porridge Beans, plantain, with kpomo and Fish is N1500.",07034198476,Jabi by Nigeria center for Diseases Control.,Jabi,Abuja,FCT,Nigeria,9.0709583,7.4321933,true,07:30 AM,04:30 PM,07:30 AM,04:30 PM,07:30 AM,04:30 AM,07:30 AM,04:30 PM,07:30 AM,04:30 PM,,,,,"Rice and stew , beans, yam, moi moi etc.","She sells Jollof rice and porridge beans with meat and disposable plates is N1500, Same as Rice and stew. Roasted yam, porridge Beans, plantain, with kpomo and Fish is N1500.",,"Rice and stew , beans, yam, moi moi etc.","She sells Jollof rice and porridge beans with meat and disposable plates is N1500, Same as Rice and stew. Roasted yam, porridge Beans, plantain, with kpomo and Fish is N1500.",,"Rice and stew , beans, yam, moi moi etc.","She sells Jollof rice and porridge beans with meat and disposable plates is N1500, Same as Rice and stew. Roasted yam, porridge Beans, plantain, with kpomo and Fish is N1500.",,,,,
